ScaledForward,scaledLeftRightRatio,ScaledSpeed,isTurningLeft,isTurningRight,isKeepingStraight,isAccelerating
45.74453,0.4775913,44.99218,0,0,1,1
43.79766,0.4957567,46.24987,0,0,1,1
38.77921,0.4974855,46.97898,0,0,1,1
33.00558,0.490315,48.25364,0,0,1,1
30.99951,0.4907098,49.26933,0,1,0,1
29.65339,0.5109265,50.16945,0,0,1,1
27.72355,0.5320485,51.02863,0,1,0,1
29.80235,0.573934,51.30764,0,1,0,1
35.88235,0.5548846,52.41993,0,0,1,1
33.60239,0.4976373,52.71284,0,1,0,1
32.25724,0.4753168,53.53355,0,1,0,1
31.68023,0.4690346,53.79487,0,0,1,1
30.75322,0.4679379,54.07518,0,1,0,1
30.68448,0.4863099,54.5669,0,1,0,1
31.15429,0.520201,55.23922,0,0,1,1
31.08118,0.5545375,55.52429,0,0,1,1
30.46329,0.5890222,56.45445,1,0,0,1
24.60026,0.5553579,57.13066,0,0,1,1
20.68211,0.5122803,57.65766,0,0,1,1
19.844,0.4464851,57.84541,0,1,0,1
25.55484,0.4164808,57.83416,0,1,0,1
26.70134,0.4125354,58.4474,0,0,1,1
26.15432,0.3844824,58.25483,0,1,0,1
27.62631,0.3871229,58.73515,0,0,1,1
28.74918,0.3994532,58.58377,0,1,0,1
34.25325,0.4397509,59.38902,0,0,1,1
35.17825,0.4489368,59.80016,0,1,0,1
39.21464,0.4459615,60.50737,0,0,1,1
40.84724,0.4486683,60.4547,0,0,1,1
52.40926,0.4787647,61.41173,0,0,1,1
55.11185,0.4902558,62.27196,0,0,1,1
53.16885,0.4786287,63.16435,0,0,1,1
49.19799,0.4683034,63.75906,0,1,0,1
53.56369,0.4810406,64.49184,0,0,1,1
49.82916,0.4909168,65.34286,0,0,1,1
45.57999,0.5006897,66.1835,0,0,1,1
43.74245,0.5051482,66.93671,0,0,1,1
39.62529,0.4924822,67.32889,0,1,0,1
36.95743,0.5012694,67.93123,0,0,1,1
33.91678,0.4663348,68.20888,0,1,0,1
31.71554,0.4667234,64.03175,0,0,1,0
28.67327,0.4685098,61.53999,0,0,1,0
25.99917,0.4759338,56.54423,0,0,1,1
23.01941,0.4926167,53.31674,0,0,1,1
20.19339,0.5136697,49.89077,0,1,0,1
19.59121,0.5331062,50.8621,0,0,1,1
17.53848,0.5665613,51.10885,0,1,0,1
18.77139,0.5545581,51.61342,0,0,1,1
19.83029,0.5517118,52.60435,0,1,0,1
21.64485,0.4648933,52.50274,0,1,0,1
31.9623,0.4428943,52.95264,0,0,1,1
36.65536,0.4328487,52.95954,0,1,0,1
57.14508,0.4527812,53.70007,0,0,1,1
52.6521,0.4594389,54.68445,0,0,1,1
49.14777,0.4609327,55.73194,0,0,1,1
45.3877,0.4640589,56.78642,0,0,1,1
41.58422,0.4681232,57.73226,0,0,1,1
38.03908,0.4570594,58.75237,0,0,1,1
36.39286,0.4501697,59.16897,0,0,1,1
31.9149,0.4636058,60.12021,1,0,0,1
28.33721,0.4518362,60.76274,0,0,1,1
26.98246,0.4351088,60.50859,0,0,1,0
28.23044,0.4447608,54.40343,0,0,1,0
27.50647,0.4473748,50.70794,0,0,1,0
25.93626,0.4488932,44.81604,0,0,1,0
23.23738,0.4594242,41.84425,0,0,1,0
21.82836,0.4673659,36.98424,0,0,1,0
19.38942,0.4770728,32.16015,0,0,1,1
17.42144,0.4840473,29.21969,0,0,1,1
15.47896,0.1612153,26.67337,0,0,1,0
13.84688,0.1711912,21.30876,0,0,1,0
12.69028,0.02430174,16.0758,0,0,1,0
